"state","pollster","size","date","candidate","percentage"
"","SSRS",1051,"1/22/20 6:38","Klobuchar",48
"","SSRS",1051,"1/22/20 6:38","Trump",45
"","SSRS",1051,"1/22/20 6:38","Sanders",52
"","SSRS",1051,"1/22/20 6:38","Trump",45
"","SSRS",1051,"1/22/20 6:38","Warren",50
"","SSRS",1051,"1/22/20 6:38","Trump",45
"","Morning Consult",5944,"1/22/20 6:02","Biden",46
"","Morning Consult",5944,"1/22/20 6:02","Trump",41
"","Morning Consult",5944,"1/22/20 6:02","Sanders",45
"","Morning Consult",5944,"1/22/20 6:02","Trump",42
"","Morning Consult",5944,"1/22/20 6:02","Warren",44
"","Morning Consult",5944,"1/22/20 6:02","Trump",42
"","Morning Consult",5944,"1/22/20 6:02","Bloomberg",43
"","Morning Consult",5944,"1/22/20 6:02","Trump",42
"","Morning Consult",5944,"1/22/20 6:02","Buttigieg",41
"","Morning Consult",5944,"1/22/20 6:02","Trump",42
"Texas","Texas Lyceum",520,"1/29/20 11:09","Biden",46
"Texas","Texas Lyceum",520,"1/29/20 11:09","Trump",51
"Texas","Texas Lyceum",520,"1/29/20 11:09","Warren",43
"Texas","Texas Lyceum",520,"1/29/20 11:09","Trump",50
"Texas","Texas Lyceum",520,"1/29/20 11:09","Sanders",47
"Texas","Texas Lyceum",520,"1/29/20 11:09","Trump",50
"Texas","Texas Lyceum",520,"1/29/20 11:09","Buttigieg",43
"Texas","Texas Lyceum",520,"1/29/20 11:09","Trump",51
"","Data for Progress",1606,"1/31/20 14:24","Sanders",47
"","Data for Progress",1606,"1/31/20 14:24","Trump",41
"","Data for Progress",1715,"1/31/20 14:24","Sanders",45
"","Data for Progress",1715,"1/31/20 14:24","Trump",43
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Biden",46
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Trump",46
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Sanders",45
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Trump",47
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Warren",42
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Trump",47
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Klobuchar",40
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Trump",47
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Buttigieg",41
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Trump",46
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Bloomberg",45
"","Zogby Interactive/JZ Analytics",882,"1/31/20 0:13","Trump",43
"","SurveyUSA",4069,"1/21/20 23:09","Biden",50
"","SurveyUSA",4069,"1/21/20 23:09","Trump",43
"","SurveyUSA",4069,"1/21/20 23:09","Buttigieg",47
"","SurveyUSA",4069,"1/21/20 23:09","Trump",44
"","SurveyUSA",4069,"1/21/20 23:09","Warren",48
"","SurveyUSA",4069,"1/21/20 23:09","Trump",45
"","SurveyUSA",4069,"1/21/20 23:09","Sanders",52
"","SurveyUSA",4069,"1/21/20 23:09","Trump",43
"","SurveyUSA",4069,"1/21/20 23:09","Bloomberg",49
"","SurveyUSA",4069,"1/21/20 23:09","Trump",42
"","SurveyUSA",4069,"1/21/20 23:09","Klobuchar",43
"","SurveyUSA",4069,"1/21/20 23:09","Trump",45
"","SurveyUSA",4069,"1/21/20 23:09","Yang",46
"","SurveyUSA",4069,"1/21/20 23:09","Trump",44
"","SurveyUSA",4069,"1/21/20 23:09","Steyer",44
"","SurveyUSA",4069,"1/21/20 23:09","Trump",44
"","SurveyUSA",4069,"1/21/20 23:09","Gabbard",39
"","SurveyUSA",4069,"1/21/20 23:09","Trump",44
"California","SurveyUSA",1967,"1/21/20 23:09","Biden",59
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",35
"California","SurveyUSA",1967,"1/21/20 23:09","Buttigieg",53
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",37
"California","SurveyUSA",1967,"1/21/20 23:09","Warren",55
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",39
"California","SurveyUSA",1967,"1/21/20 23:09","Sanders",59
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",36
"California","SurveyUSA",1967,"1/21/20 23:09","Bloomberg",56
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",36
"California","SurveyUSA",1967,"1/21/20 23:09","Klobuchar",50
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",38
"California","SurveyUSA",1967,"1/21/20 23:09","Yang",53
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",37
"California","SurveyUSA",1967,"1/21/20 23:09","Steyer",53
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",37
"California","SurveyUSA",1967,"1/21/20 23:09","Gabbard",43
"California","SurveyUSA",1967,"1/21/20 23:09","Trump",38
"Wisconsin","Tarrance Group",500,"2/13/20 0:20","Biden",47
"Wisconsin","Tarrance Group",500,"2/13/20 0:20","Trump",46
"Wisconsin","Tarrance Group",500,"2/13/20 0:20","Sanders",47
"Wisconsin","Tarrance Group",500,"2/13/20 0:20","Trump",47
"","YouGov",1108,"4/9/20 16:19","Biden",45
"","YouGov",1108,"4/9/20 16:19","Trump",44
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Biden",50
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Trump",44
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Sanders",50
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Trump",45
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Warren",48
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Trump",45
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Buttigieg",47
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Trump",43
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Bloomberg",49
"Michigan","EPIC-MRA",600,"1/15/20 7:47","Trump",42
"Florida","Florida Atlantic University",1285,"1/15/20 12:15","Biden",51.4
"Florida","Florida Atlantic University",1285,"1/15/20 12:15","Trump",48.6
"Florida","Florida Atlantic University",1285,"1/15/20 12:16","Sanders",52.9
"Florida","Florida Atlantic University",1285,"1/15/20 12:16","Trump",47.1
"Florida","Florida Atlantic University",1285,"1/15/20 12:16","Buttigieg",50
"Florida","Florida Atlantic University",1285,"1/15/20 12:16","Trump",50
"Florida","Florida Atlantic University",1285,"1/15/20 12:16","Warren",50.8
"Florida","Florida Atlantic University",1285,"1/15/20 12:16","Trump",49.2
"Wisconsin","Marquette University Law School",800,"1/15/20 14:27","Biden",49
"Wisconsin","Marquette University Law School",800,"1/15/20 14:27","Trump",45
"Wisconsin","Marquette University Law School",800,"1/15/20 14:28","Sanders",47
"Wisconsin","Marquette University Law School",800,"1/15/20 14:28","Trump",46
"Wisconsin","Marquette University Law School",800,"1/15/20 14:28","Warren",45
"Wisconsin","Marquette University Law School",800,"1/15/20 14:28","Trump",48
"Wisconsin","Marquette University Law School",800,"1/15/20 14:28","Buttigieg",44
"Wisconsin","Marquette University Law School",800,"1/15/20 14:28","Trump",46
"Wisconsin","Marquette University Law School",701,"6/23/20 17:07","Biden",48
"Wisconsin","Marquette University Law School",701,"6/23/20 17:07","Trump",47
"Wisconsin","Marquette University Law School",701,"6/23/20 17:08","Sanders",47
"Wisconsin","Marquette University Law School",701,"6/23/20 17:08","Trump",47
"Wisconsin","Marquette University Law School",701,"6/23/20 17:08","Warren",45
"Wisconsin","Marquette University Law School",701,"6/23/20 17:08","Trump",49
"Wisconsin","Marquette University Law School",701,"6/23/20 17:08","Buttigieg",45
"Wisconsin","Marquette University Law School",701,"6/23/20 17:08","Trump",47
"","Morning Consult",8299,"1/14/20 6:21","Biden",46
"","Morning Consult",8299,"1/14/20 6:21","Trump",41
"","Morning Consult",8299,"1/14/20 6:21","Sanders",46
"","Morning Consult",8299,"1/14/20 6:21","Trump",42
"","Morning Consult",8299,"1/14/20 6:21","Warren",43
"","Morning Consult",8299,"1/14/20 6:21","Trump",41
"","Morning Consult",8299,"1/14/20 6:21","Bloomberg",43
"","Morning Consult",8299,"1/14/20 6:21","Trump",42
"","Morning Consult",8299,"1/14/20 6:21","Buttigieg",42
"","Morning Consult",8299,"1/14/20 6:21","Trump",42
"Florida","Cherry Communications",608,"1/21/20 16:30","Biden",45
"Florida","Cherry Communications",608,"1/21/20 16:30","Trump",49
"Florida","Cherry Communications",608,"1/21/20 16:30","Warren",43
"Florida","Cherry Communications",608,"1/21/20 16:30","Trump",50
"Florida","Cherry Communications",608,"1/21/20 16:30","Bloomberg",44
"Florida","Cherry Communications",608,"1/21/20 16:30","Trump",49
"Florida","Cherry Communications",608,"1/21/20 16:31","Buttigieg",43
"Florida","Cherry Communications",608,"1/21/20 16:31","Trump",50
"","IBD/TIPP",846,"1/13/20 10:39","Biden",48
"","IBD/TIPP",846,"1/13/20 10:39","Trump",46
"","IBD/TIPP",846,"1/13/20 10:39","Sanders",48
"","IBD/TIPP",846,"1/13/20 10:39","Trump",47
"","IBD/TIPP",846,"1/13/20 10:39","Warren",46
"","IBD/TIPP",846,"1/13/20 10:39","Trump",47
"","IBD/TIPP",846,"1/13/20 10:39","Buttigieg",47
"","IBD/TIPP",846,"1/13/20 10:39","Trump",46
"","IBD/TIPP",846,"1/13/20 10:39","Bloomberg",47
"","IBD/TIPP",846,"1/13/20 10:39","Trump",45
"West Virginia","WPA Intelligence (WPAi)",500,"1/15/20 14:28","Biden",31
"West Virginia","WPA Intelligence (WPAi)",500,"1/15/20 14:28","Trump",66
"West Virginia","WPA Intelligence (WPAi)",500,"1/15/20 14:28","Sanders",29
"West Virginia","WPA Intelligence (WPAi)",500,"1/15/20 14:28","Trump",66
"Alabama","WPA Intelligence (WPAi)",500,"1/28/20 22:37","Biden",38
"Alabama","WPA Intelligence (WPAi)",500,"1/28/20 22:37","Trump",59
"Alabama","WPA Intelligence (WPAi)",500,"1/28/20 22:38","Sanders",37
"Alabama","WPA Intelligence (WPAi)",500,"1/28/20 22:38","Trump",59
"Nevada","Fox News/Beacon Research/Shaw & Co. Research",1505,"1/9/20 18:09","Biden",47
"Nevada","Fox News/Beacon Research/Shaw & Co. Research",1505,"1/9/20 18:09","Trump",39
"Nevada","Fox News/Beacon Research/Shaw & Co. Research",1505,"1/9/20 18:09","Sanders",46
"Nevada","Fox News/Beacon Research/Shaw & Co. Research",1505,"1/9/20 18:09","Trump",41
"Nevada","Fox News/Beacon Research/Shaw & Co. Research",1505,"1/9/20 18:09","Warren",43
"Nevada","Fox News/Beacon Research/Shaw & Co. Research",1505,"1/9/20 18:09","Trump",42
"Nevada","Fox News/Beacon Research/Shaw & Co. Research",1505,"1/9/20 18:09","Buttigieg",41
"Nevada","Fox News/Beacon Research/Shaw & Co. Research",1505,"1/9/20 18:09","Trump",40
"Wisconsin","Fox News/Beacon Research/Shaw & Co. Research",1504,"1/9/20 18:09","Biden",46
"Wisconsin","Fox News/Beacon Research/Shaw & Co. Research",1504,"1/9/20 18:09","Trump",41
"Wisconsin","Fox News/Beacon Research/Shaw & Co. Research",1504,"1/9/20 18:09","Sanders",46
"Wisconsin","Fox News/Beacon Research/Shaw & Co. Research",1504,"1/9/20 18:09","Trump",42
"Wisconsin","Fox News/Beacon Research/Shaw & Co. Research",1504,"1/9/20 18:09","Warren",44
"Wisconsin","Fox News/Beacon Research/Shaw & Co. Research",1504,"1/9/20 18:09","Trump",42
"Wisconsin","Fox News/Beacon Research/Shaw & Co. Research",1504,"1/9/20 18:09","Buttigieg",42
"Wisconsin","Fox News/Beacon Research/Shaw & Co. Research",1504,"1/9/20 18:09","Trump",41
"Michigan","Glengariff Group",600,"1/8/20 23:30","Biden",50.1
"Michigan","Glengariff Group",600,"1/8/20 23:30","Trump",43.2
"Michigan","Glengariff Group",600,"1/8/20 23:30","Sanders",49
"Michigan","Glengariff Group",600,"1/8/20 23:30","Trump",44.8
"Michigan","Glengariff Group",600,"1/8/20 23:30","Warren",45.7
"Michigan","Glengariff Group",600,"1/8/20 23:30","Trump",44
"Michigan","Glengariff Group",600,"1/8/20 23:30","Buttigieg",45
"Michigan","Glengariff Group",600,"1/8/20 23:30","Trump",43.2
"Michigan","Glengariff Group",600,"1/8/20 23:30","Bloomberg",47.2
"Michigan","Glengariff Group",600,"1/8/20 23:30","Trump",41.2
"New Mexico","Emerson College",967,"1/6/20 19:01","Biden",54.3
"New Mexico","Emerson College",967,"1/6/20 19:01","Trump",45.7
"New Mexico","Emerson College",967,"1/6/20 19:01","Sanders",58.8
"New Mexico","Emerson College",967,"1/6/20 19:01","Trump",41.2
"New Mexico","Emerson College",967,"1/6/20 19:01","Warren",54.3
"New Mexico","Emerson College",967,"1/6/20 19:01","Trump",45.7
"New Mexico","Emerson College",967,"1/6/20 19:01","Buttigieg",55.2
"New Mexico","Emerson College",967,"1/6/20 19:01","Trump",44.8
"","Morning Consult",8436,"1/7/20 6:48","Biden",46
"","Morning Consult",8436,"1/7/20 6:48","Trump",40
"","Morning Consult",8436,"1/7/20 6:48","Sanders",44
"","Morning Consult",8436,"1/7/20 6:48","Trump",42
"","Morning Consult",8436,"1/7/20 6:48","Bloomberg",43
"","Morning Consult",8436,"1/7/20 6:48","Trump",41
"","Morning Consult",8436,"1/7/20 6:48","Buttigieg",42
"","Morning Consult",8436,"1/7/20 6:48","Trump",41
"","Morning Consult",8436,"1/7/20 6:48","Warren",42
"","Morning Consult",8436,"1/7/20 6:48","Trump",43
"Arizona","Public Policy Polling",760,"1/8/20 10:47","Biden",46
"Arizona","Public Policy Polling",760,"1/8/20 10:47","Trump",46
"Arizona","Public Policy Polling",760,"1/8/20 10:47","Buttigieg",44
"Arizona","Public Policy Polling",760,"1/8/20 10:47","Trump",47
"Arizona","Public Policy Polling",760,"1/8/20 10:47","Sanders",46
"Arizona","Public Policy Polling",760,"1/8/20 10:47","Trump",47
"Arizona","Public Policy Polling",760,"1/8/20 10:47","Warren",45
"Arizona","Public Policy Polling",760,"1/8/20 10:47","Trump",47
"Connecticut","Sacred Heart University",1000,"1/12/20 9:21","Sanders",52.3
"Connecticut","Sacred Heart University",1000,"1/12/20 9:21","Trump",35.2
"Connecticut","Sacred Heart University",1000,"1/12/20 9:22","Biden",51.7
"Connecticut","Sacred Heart University",1000,"1/12/20 9:22","Trump",32.3
"Connecticut","Sacred Heart University",1000,"1/12/20 9:22","Warren",48.8
"Connecticut","Sacred Heart University",1000,"1/12/20 9:22","Trump",35.7
"Connecticut","Sacred Heart University",1000,"1/12/20 9:22","Buttigieg",46.9
"Connecticut","Sacred Heart University",1000,"1/12/20 9:22","Trump",33.4
"Iowa","Public Policy Polling",964,"1/8/20 10:47","Biden",46
"Iowa","Public Policy Polling",964,"1/8/20 10:47","Trump",49
"Iowa","Public Policy Polling",964,"1/8/20 10:47","Buttigieg",47
"Iowa","Public Policy Polling",964,"1/8/20 10:47","Trump",48
"Iowa","Public Policy Polling",964,"1/8/20 10:47","Sanders",44
"Iowa","Public Policy Polling",964,"1/8/20 10:47","Trump",49
"Iowa","Public Policy Polling",964,"1/8/20 10:47","Warren",44
"Iowa","Public Policy Polling",964,"1/8/20 10:47","Trump",49
"","YouGov",1123,"4/9/20 16:19","Biden",49
"","YouGov",1123,"4/9/20 16:19","Trump",41
"","Meeting Street Research",1000,"6/12/20 13:39","Biden",49
"","Meeting Street Research",1000,"6/12/20 13:39","Trump",38
"Georgia","Mason-Dixon Polling & Strategy",625,"1/9/20 9:35","Biden",44
"Georgia","Mason-Dixon Polling & Strategy",625,"1/9/20 9:35","Trump",51
"Georgia","Mason-Dixon Polling & Strategy",625,"1/9/20 9:35","Warren",40
"Georgia","Mason-Dixon Polling & Strategy",625,"1/9/20 9:35","Trump",54
"Georgia","Mason-Dixon Polling & Strategy",625,"1/9/20 9:35","Sanders",42
"Georgia","Mason-Dixon Polling & Strategy",625,"1/9/20 9:35","Trump",52
"Georgia","Mason-Dixon Polling & Strategy",625,"1/9/20 9:35","Buttigieg",43
"Georgia","Mason-Dixon Polling & Strategy",625,"1/9/20 9:35","Trump",52
"","Ipsos",1117,"12/20/19 12:32","Biden",39
"","Ipsos",1117,"12/20/19 12:32","Trump",35
"","Ipsos",1117,"12/20/19 12:32","Sanders",40
"","Ipsos",1117,"12/20/19 12:32","Trump",36
"","Ipsos",1117,"12/20/19 12:32","Warren",38
"","Ipsos",1117,"12/20/19 12:32","Trump",36
"","Ipsos",1117,"12/20/19 12:32","Buttigieg",35
"","Ipsos",1117,"12/20/19 12:32","Trump",36
"","Ipsos",1117,"12/20/19 12:32","Bloomberg",36
"","Ipsos",1117,"12/20/19 12:32","Trump",35
"","Ipsos",1108,"12/19/19 17:48","Biden",37
"","Ipsos",1108,"12/19/19 17:48","Trump",36
"","Ipsos",1108,"12/19/19 17:48","Sanders",39
"","Ipsos",1108,"12/19/19 17:48","Trump",37
"","Ipsos",1108,"12/19/19 17:48","Warren",36
"","Ipsos",1108,"12/19/19 17:48","Trump",38
"","Rasmussen Reports/Pulse Opinion Research",1000,"12/19/19 10:38","Obama",48
"","Rasmussen Reports/Pulse Opinion Research",1000,"12/19/19 10:38","Trump",45
"","Emerson College",1222,"12/17/19 21:07","Biden",51.6
"","Emerson College",1222,"12/17/19 21:07","Trump",48.4
"","Emerson College",1222,"12/17/19 21:07","Sanders",52.1
"","Emerson College",1222,"12/17/19 21:07","Trump",47.9
"","Emerson College",1222,"12/17/19 21:07","Warren",50.9
"","Emerson College",1222,"12/17/19 21:07","Trump",49.1
"","Emerson College",1222,"12/17/19 21:07","Buttigieg",49.8
"","Emerson College",1222,"12/17/19 21:07","Trump",50.2
"","YouGov",1164,"4/9/20 16:18","Biden",48
"","YouGov",1164,"4/9/20 16:18","Trump",42
"Virginia","Mason-Dixon Polling & Strategy",625,"12/31/19 8:35","Biden",49
"Virginia","Mason-Dixon Polling & Strategy",625,"12/31/19 8:35","Trump",45
"Virginia","Mason-Dixon Polling & Strategy",625,"12/31/19 8:35","Warren",44
"Virginia","Mason-Dixon Polling & Strategy",625,"12/31/19 8:35","Trump",48
"Virginia","Mason-Dixon Polling & Strategy",625,"12/31/19 8:35","Sanders",45
"Virginia","Mason-Dixon Polling & Strategy",625,"12/31/19 8:35","Trump",51
"Virginia","Mason-Dixon Polling & Strategy",625,"12/31/19 8:35","Buttigieg",45
"Virginia","Mason-Dixon Polling & Strategy",625,"12/31/19 8:35","Trump",47
"Florida","Mason-Dixon Polling & Strategy",625,"12/31/19 8:29","Biden",47
"Florida","Mason-Dixon Polling & Strategy",625,"12/31/19 8:29","Trump",45
"Florida","Mason-Dixon Polling & Strategy",625,"12/31/19 8:29","Warren",42
"Florida","Mason-Dixon Polling & Strategy",625,"12/31/19 8:29","Trump",51
"Florida","Mason-Dixon Polling & Strategy",625,"12/31/19 8:29","Sanders",44
"Florida","Mason-Dixon Polling & Strategy",625,"12/31/19 8:29","Trump",49
"Florida","Mason-Dixon Polling & Strategy",625,"12/31/19 8:29","Buttigieg",45
"Florida","Mason-Dixon Polling & Strategy",625,"12/31/19 8:29","Trump",49
"","SSRS",888,"12/20/19 7:01","Biden",49
"","SSRS",888,"12/20/19 7:01","Trump",44
"","SSRS",888,"12/20/19 7:01","Buttigieg",45
"","SSRS",888,"12/20/19 7:01","Trump",46
"","SSRS",888,"12/20/19 7:01","Sanders",49
"","SSRS",888,"12/20/19 7:01","Trump",45
"","SSRS",888,"12/20/19 7:01","Warren",47
"","SSRS",888,"12/20/19 7:01","Trump",46
"","Suffolk University",1000,"12/16/19 17:51","Biden",40.6
"","Suffolk University",1000,"12/16/19 17:51","Trump",44
"","Suffolk University",1000,"12/16/19 17:51","Sanders",38.6
"","Suffolk University",1000,"12/16/19 17:51","Trump",44.2
"","Suffolk University",1000,"12/16/19 17:51","Warren",37.3
"","Suffolk University",1000,"12/16/19 17:51","Trump",44.9
"","Suffolk University",1000,"12/16/19 17:51","Buttigieg",32.7
"","Suffolk University",1000,"12/16/19 17:51","Trump",43
"","Suffolk University",1000,"12/16/19 17:51","Bloomberg",34
"","Suffolk University",1000,"12/16/19 17:51","Trump",42.7
"","IBD/TIPP",849,"12/16/19 14:10","Biden",50
"","IBD/TIPP",849,"12/16/19 14:10","Trump",45
"","IBD/TIPP",849,"12/16/19 14:10","Sanders",47
"","IBD/TIPP",849,"12/16/19 14:10","Trump",48
"","IBD/TIPP",849,"12/16/19 14:10","Warren",44
"","IBD/TIPP",849,"12/16/19 14:10","Trump",49
"","IBD/TIPP",849,"12/16/19 14:10","Buttigieg",44
"","IBD/TIPP",849,"12/16/19 14:10","Trump",46
"","IBD/TIPP",849,"12/16/19 14:10","Bloomberg",46
"","IBD/TIPP",849,"12/16/19 14:10","Trump",47
"","IBD/TIPP",849,"12/16/19 14:10","Clinton",43
"","IBD/TIPP",849,"12/16/19 14:10","Trump",49
"Virginia","Virginia Commonwealth University",818,"12/20/19 10:12","Biden",48
"Virginia","Virginia Commonwealth University",818,"12/20/19 10:12","Trump",44
"Virginia","Virginia Commonwealth University",818,"12/20/19 10:12","Warren",44
"Virginia","Virginia Commonwealth University",818,"12/20/19 10:12","Trump",47
"Virginia","Virginia Commonwealth University",818,"12/20/19 10:12","Sanders",46
"Virginia","Virginia Commonwealth University",818,"12/20/19 10:12","Trump",46
"Virginia","Virginia Commonwealth University",770,"12/20/19 11:00","Biden",47
"Virginia","Virginia Commonwealth University",770,"12/20/19 11:00","Trump",46
"Virginia","Virginia Commonwealth University",770,"12/20/19 11:00","Warren",44
"Virginia","Virginia Commonwealth University",770,"12/20/19 11:00","Trump",48
"Virginia","Virginia Commonwealth University",770,"12/20/19 11:00","Sanders",45
"Virginia","Virginia Commonwealth University",770,"12/20/19 11:00","Trump",47
"Virginia","Virginia Commonwealth University",728,"12/20/19 11:00","Biden",49
"Virginia","Virginia Commonwealth University",728,"12/20/19 11:00","Trump",46
"Virginia","Virginia Commonwealth University",728,"12/20/19 11:00","Warren",47
"Virginia","Virginia Commonwealth University",728,"12/20/19 11:00","Trump",47
"Virginia","Virginia Commonwealth University",728,"12/20/19 11:00","Sanders",45
"Virginia","Virginia Commonwealth University",728,"12/20/19 11:00","Trump",48
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Biden",48
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Trump",41
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Warren",46
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Trump",45
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Sanders",49
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Trump",43
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Buttigieg",43
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Trump",42
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Bloomberg",45
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"12/15/19 8:56","Trump",40
"Iowa","Emerson College",1043,"12/10/19 21:02","Biden",45
"Iowa","Emerson College",1043,"12/10/19 21:02","Trump",49
"Iowa","Emerson College",1043,"12/10/19 21:03","Sanders",42.5
"Iowa","Emerson College",1043,"12/10/19 21:03","Trump",49.7
"Iowa","Emerson College",1043,"12/10/19 21:03","Warren",42.8
"Iowa","Emerson College",1043,"12/10/19 21:03","Trump",50.1
"Iowa","Emerson College",1043,"12/10/19 21:03","Buttigieg",45.4
"Iowa","Emerson College",1043,"12/10/19 21:03","Trump",46.1
"","YouGov",1209,"4/9/20 16:18","Biden",45
"","YouGov",1209,"4/9/20 16:18","Trump",42
"","Quinnipiac University",1553,"12/10/19 15:05","Biden",51
"","Quinnipiac University",1553,"12/10/19 15:05","Trump",42
"","Quinnipiac University",1553,"12/10/19 15:05","Sanders",51
"","Quinnipiac University",1553,"12/10/19 15:05","Trump",43
"","Quinnipiac University",1553,"12/10/19 15:05","Warren",50
"","Quinnipiac University",1553,"12/10/19 15:05","Trump",43
"","Quinnipiac University",1553,"12/10/19 15:05","Buttigieg",48
"","Quinnipiac University",1553,"12/10/19 15:05","Trump",43
"","Quinnipiac University",1553,"12/10/19 15:05","Klobuchar",47
"","Quinnipiac University",1553,"12/10/19 15:05","Trump",43
"","Quinnipiac University",1553,"12/10/19 15:05","Bloomberg",48
"","Quinnipiac University",1553,"12/10/19 15:05","Trump",42
"Texas","SSRS",1003,"12/11/19 13:11","Biden",47
"Texas","SSRS",1003,"12/11/19 13:11","Trump",48
"Texas","SSRS",1003,"12/11/19 13:11","Buttigieg",43
"Texas","SSRS",1003,"12/11/19 13:11","Trump",50
"Texas","SSRS",1003,"12/11/19 13:11","Sanders",43
"Texas","SSRS",1003,"12/11/19 13:11","Trump",50
"Texas","SSRS",1003,"12/11/19 13:11","Warren",44
"Texas","SSRS",1003,"12/11/19 13:11","Trump",51
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Biden",45
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Trump",46
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Sanders",45
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Trump",47
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Warren",43
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Trump",47
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Buttigieg",41
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Trump",45
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Bloomberg",43
"","Zogby Interactive/JZ Analytics",865,"12/29/19 9:24","Trump",44
"California","SSRS",1011,"12/11/19 13:11","Biden",56
"California","SSRS",1011,"12/11/19 13:11","Trump",36
"California","SSRS",1011,"12/11/19 13:11","Buttigieg",53
"California","SSRS",1011,"12/11/19 13:11","Trump",36
"California","SSRS",1011,"12/11/19 13:11","Sanders",54
"California","SSRS",1011,"12/11/19 13:11","Trump",38
"California","SSRS",1011,"12/11/19 13:11","Warren",53
"California","SSRS",1011,"12/11/19 13:11","Trump",37
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Biden",47
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Trump",46
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Sanders",45
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Trump",47
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Warren",44
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Trump",45
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Buttigieg",43
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Trump",44
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Booker",43
"Wisconsin","Marquette University Law School",800,"12/12/19 14:55","Trump",44
"Wisconsin","Marquette University Law School",652,"6/23/20 17:07","Biden",49
"Wisconsin","Marquette University Law School",652,"6/23/20 17:07","Trump",47
"Wisconsin","Marquette University Law School",652,"6/23/20 17:08","Sanders",46
"Wisconsin","Marquette University Law School",652,"6/23/20 17:08","Trump",48
"Wisconsin","Marquette University Law School",652,"6/23/20 17:08","Warren",46
"Wisconsin","Marquette University Law School",652,"6/23/20 17:08","Trump",48
"Wisconsin","Marquette University Law School",652,"6/23/20 17:08","Buttigieg",44
"Wisconsin","Marquette University Law School",652,"6/23/20 17:08","Trump",47
"Wisconsin","Marquette University Law School",652,"6/23/20 17:08","Booker",45
"Wisconsin","Marquette University Law School",652,"6/23/20 17:08","Trump",47
"Wisconsin","Optimus",610,"12/9/19 8:34","Biden",39.08
